model,fold,accuracy,balanced_accuracy,f1_macro,f1_weighted
KNN_Distance,4,0.9090909090909091,0.9153439153439153,0.9153439153439153,0.9090909090909091
KNN_Distance,5,0.6363636363636364,0.626984126984127,0.6305555555555555,0.6352272727272728
KNN_Distance,6,0.6666666666666666,0.6497354497354497,0.6507422402159244,0.6637748216695586
KNN_Distance,7,0.6190476190476191,0.5746031746031747,0.5686274509803922,0.6168067226890757
KNN_Distance,8,0.7142857142857143,0.6944444444444443,0.674074074074074,0.691005291005291
KNN_Distance,9,0.7142857142857143,0.7103174603174603,0.7158135981665393,0.714795008912656
RandomForest,0,0.7727272727272727,0.75,0.7538126361655774,0.7617349970291147
RandomForest,1,0.8181818181818182,0.8194444444444445,0.8175213675213676,0.8219114219114219
RandomForest,2,0.8181818181818182,0.8055555555555555,0.8086007130124777,0.815994166261546
RandomForest,3,0.7727272727272727,0.7638888888888888,0.7581699346405228,0.7664884135472371
RandomForest,4,0.8636363636363636,0.8492063492063493,0.8499775078722447,0.8625015335541651
RandomForest,5,0.9545454545454546,0.9444444444444445,0.9474747474747476,0.9539944903581266
RandomForest,6,0.8095238095238095,0.801058201058201,0.803778677462888,0.8077887025255445
RandomForest,7,0.8571428571428571,0.8380952380952381,0.8388663967611336,0.8529014844804318
RandomForest,8,0.8095238095238095,0.7916666666666666,0.7883986928104575,0.7958683473389355
RandomForest,9,0.7142857142857143,0.7242063492063493,0.7167277167277167,0.7189952904238619
ExtraTrees,0,0.8636363636363636,0.8472222222222222,0.8584795321637427,0.8637958532695375
ExtraTrees,1,0.8181818181818182,0.8194444444444445,0.8147435897435896,0.818881118881119
ExtraTrees,2,0.7727272727272727,0.7777777777777778,0.7720797720797722,0.7723387723387724
ExtraTrees,3,0.7727272727272727,0.7777777777777778,0.7702991452991452,0.7703962703962705
ExtraTrees,4,0.8181818181818182,0.8121693121693122,0.809116809116809,0.8181818181818182
ExtraTrees,5,0.8636363636363636,0.8412698412698413,0.8424242424242424,0.8619834710743802
ExtraTrees,6,0.7142857142857143,0.7164021164021165,0.7037037037037037,0.7142857142857142
ExtraTrees,7,0.8571428571428571,0.8486772486772486,0.8486772486772486,0.8571428571428571
ExtraTrees,8,0.7619047619047619,0.75,0.7467320261437909,0.7507002801120448
ExtraTrees,9,0.7142857142857143,0.7242063492063493,0.7167277167277167,0.7189952904238619
HistGradientBoosting,0,0.7272727272727273,0.6944444444444443,0.6851851851851851,0.702020202020202
HistGradientBoosting,1,0.9090909090909091,0.9027777777777778,0.9084224598930483,0.9083616917841517
HistGradientBoosting,2,0.8181818181818182,0.8194444444444445,0.8091168091168092,0.8127428127428128
HistGradientBoosting,3,0.7727272727272727,0.7638888888888888,0.7662393162393162,0.7799533799533799
HistGradientBoosting,4,0.8636363636363636,0.8412698412698413,0.8439280018227387,0.8586341887777293
HistGradientBoosting,5,0.9545454545454546,0.9444444444444445,0.9474747474747476,0.9539944903581266
HistGradientBoosting,6,0.7619047619047619,0.7343915343915345,0.7452991452991453,0.757997557997558
HistGradientBoosting,7,0.7142857142857143,0.7164021164021165,0.7102604997341838,0.7111718690666059
HistGradientBoosting,8,0.8095238095238095,0.7916666666666666,0.7883986928104575,0.7958683473389355
HistGradientBoosting,9,0.8571428571428571,0.8611111111111112,0.8564102564102565,0.8578754578754578
GaussianNB,0,0.6818181818181818,0.6527777777777778,0.6555555555555556,0.6696969696969698
GaussianNB,1,0.6818181818181818,0.6527777777777778,0.6469826469826471,0.6653952108497564
GaussianNB,2,0.45454545454545453,0.4166666666666667,0.36130536130536123,0.39415130324221226
GaussianNB,3,0.5909090909090909,0.5694444444444444,0.5714285714285715,0.587012987012987
GaussianNB,4,0.5,0.48941798941798936,0.4556277056277056,0.4755017709563164
GaussianNB,5,0.5454545454545454,0.5264550264550264,0.49404761904761907,0.515422077922078
GaussianNB,6,0.6190476190476191,0.6338624338624338,0.6241830065359477,0.6083099906629318
GaussianNB,7,0.5714285714285714,0.5079365079365079,0.47719298245614034,0.5533834586466165
GaussianNB,8,0.47619047619047616,0.4523809523809524,0.38095238095238093,0.40816326530612246
GaussianNB,9,0.5714285714285714,0.5773809523809524,0.5599694423223834,0.5544035796136636
