model,fold,accuracy,balanced_accuracy,f1_macro,f1_weighted
SparseLogistic,0,0.7272727272727273,0.7083333333333334,0.7092592592592593,0.7191919191919193
SparseLogistic,1,0.7727272727272727,0.7777777777777778,0.7745098039215685,0.7691622103386809
SparseLogistic,2,0.9090909090909091,0.9166666666666666,0.9071320836026718,0.9056825527413763
SparseLogistic,3,0.7272727272727273,0.75,0.733462615815557,0.7162249515190692
SparseLogistic,4,0.7272727272727273,0.7275132275132276,0.7207977207977209,0.7237762237762239
SparseLogistic,5,0.8636363636363636,0.8703703703703703,0.8591880341880342,0.8647144522144523
SparseLogistic,6,0.47619047619047616,0.49100529100529094,0.47737556561085975,0.4782374488256841
SparseLogistic,7,0.8571428571428571,0.8592592592592593,0.8452020202020202,0.8592712842712844
SparseLogistic,8,0.7142857142857143,0.7023809523809524,0.7075163398692811,0.7093837535014006
SparseLogistic,9,0.7142857142857143,0.7023809523809524,0.6984848484848486,0.7082251082251083
LogisticRegression,0,0.8181818181818182,0.8055555555555555,0.815686274509804,0.8171122994652407
LogisticRegression,1,0.7727272727272727,0.7777777777777778,0.7745098039215685,0.7691622103386809
LogisticRegression,2,0.5909090909090909,0.5972222222222222,0.596078431372549,0.5896613190730838
LogisticRegression,3,0.7272727272727273,0.7361111111111112,0.7361111111111112,0.7272727272727273
LogisticRegression,4,0.6818181818181818,0.6904761904761904,0.6821805645335056,0.6803784450843274
LogisticRegression,5,0.8181818181818182,0.8148148148148149,0.8086007130124777,0.8183337384540593
LogisticRegression,6,0.5238095238095238,0.528042328042328,0.5208495208495209,0.5298035298035298
LogisticRegression,7,0.7142857142857143,0.707936507936508,0.7023809523809524,0.7261904761904762
LogisticRegression,8,0.7142857142857143,0.7023809523809524,0.7075163398692811,0.7093837535014006
LogisticRegression,9,0.6666666666666666,0.6408730158730158,0.6446039340776183,0.6623756360598465
SVM_RBF,0,0.8636363636363636,0.8611111111111112,0.8692067736185383,0.8655809431210499
SVM_RBF,1,0.7727272727272727,0.7638888888888888,0.7686274509803921,0.777896613190731
SVM_RBF,2,0.7727272727272727,0.7638888888888888,0.7633986928104575,0.772192513368984
SVM_RBF,3,0.5454545454545454,0.5416666666666666,0.5428571428571428,0.5376623376623376
SVM_RBF,4,0.7272727272727273,0.746031746031746,0.7217948717948719,0.7208041958041959
SVM_RBF,5,0.6818181818181818,0.6640211640211641,0.6655274550011393,0.6774684645498043
SVM_RBF,6,0.5714285714285714,0.5650793650793651,0.5590111642743222,0.5715424925951241
SVM_RBF,7,0.7142857142857143,0.707936507936508,0.7028265851795265,0.7181054239877769
SVM_RBF,8,0.7619047619047619,0.7440476190476191,0.7481481481481481,0.7534391534391535
SVM_RBF,9,0.7142857142857143,0.7023809523809524,0.7000000000000001,0.7071428571428571
SVM_Linear,0,0.8181818181818182,0.8055555555555555,0.8086007130124777,0.815994166261546
SVM_Linear,1,0.7272727272727273,0.7361111111111112,0.7269841269841271,0.7281385281385281
SVM_Linear,2,0.6363636363636364,0.6388888888888888,0.6468360071301248,0.6395235780262518
SVM_Linear,3,0.6363636363636364,0.6388888888888888,0.6329059829059829,0.6344988344988345
SVM_Linear,4,0.6818181818181818,0.671957671957672,0.6729644624381467,0.6813887866519445
SVM_Linear,5,0.8636363636363636,0.8518518518518517,0.8478163992869875,0.8617829363150219
SVM_Linear,6,0.47619047619047616,0.4613756613756614,0.468367889420521,0.48674717095769726
SVM_Linear,7,0.7142857142857143,0.707936507936508,0.7023809523809524,0.7261904761904762
