model,fold,accuracy,balanced_accuracy,f1_macro,f1_weighted
HistGradientBoosting,9,0.7619047619047619,0.7579365079365079,0.7579365079365079,0.7619047619047619
GaussianNB,0,0.5909090909090909,0.5694444444444444,0.5746934225195095,0.5814837336576467
GaussianNB,1,0.6363636363636364,0.5972222222222222,0.5595238095238094,0.5876623376623376
GaussianNB,2,0.45454545454545453,0.4166666666666667,0.36130536130536123,0.39415130324221226
GaussianNB,3,0.5,0.47222222222222215,0.4518518518518519,0.47272727272727266
GaussianNB,4,0.5,0.48941798941798936,0.4515873015873016,0.4681818181818182
GaussianNB,5,0.3181818181818182,0.32010582010582006,0.30533910533910535,0.30271546635182994
GaussianNB,6,0.47619047619047616,0.4825396825396826,0.4666666666666666,0.4624338624338625
GaussianNB,7,0.42857142857142855,0.3968253968253968,0.3356643356643357,0.3796203796203796
GaussianNB,8,0.47619047619047616,0.44047619047619047,0.39035087719298245,0.4260651629072682
GaussianNB,9,0.6190476190476191,0.6190476190476191,0.6130718954248366,0.6098972922502335
