model,fold,accuracy,balanced_accuracy,f1_macro,f1_weighted
KNN_Distance,0,0.5454545454545454,0.5416666666666666,0.5518518518518519,0.5474747474747474
KNN_Distance,1,0.6818181818181818,0.6666666666666666,0.6797385620915032,0.6809269162210339
KNN_Distance,2,0.7272727272727273,0.7222222222222222,0.7222222222222222,0.7272727272727273
KNN_Distance,3,0.4090909090909091,0.38888888888888884,0.3769063180827887,0.3909685086155674
KNN_Distance,4,0.5909090909090909,0.6164021164021164,0.594017094017094,0.5821678321678322
KNN_Distance,5,0.4090909090909091,0.43915343915343913,0.4611111111111111,0.4265151515151515
KNN_Distance,6,0.5238095238095238,0.5174603174603174,0.5111111111111111,0.511111111111111
KNN_Distance,7,0.3333333333333333,0.31216931216931215,0.25386996904024767,0.2762789326256818
KNN_Distance,8,0.5714285714285714,0.5773809523809524,0.5760683760683761,0.5663003663003663
KNN_Distance,9,0.38095238095238093,0.40079365079365076,0.3819291819291819,0.36741671027385314
RandomForest,0,0.5909090909090909,0.6111111111111112,0.569833675096833,0.5567016715342074
RandomForest,1,0.7272727272727273,0.7361111111111112,0.7261904761904763,0.7272727272727273
RandomForest,2,0.6363636363636364,0.6666666666666666,0.5686274509803922,0.5561497326203209
RandomForest,3,0.5454545454545454,0.5416666666666666,0.5477329687856003,0.5479400981793326
RandomForest,4,0.5454545454545454,0.5899470899470899,0.5331196581196581,0.5065559440559441
RandomForest,5,0.5,0.5423280423280423,0.49404761904761907,0.46915584415584416
RandomForest,6,0.5238095238095238,0.5788359788359788,0.5099206349206349,0.4872448979591837
RandomForest,7,0.47619047619047616,0.49100529100529094,0.48381248381248376,0.4741924741924741
RandomForest,8,0.47619047619047616,0.49007936507936506,0.5007575757575758,0.483982683982684
RandomForest,9,0.5714285714285714,0.5992063492063493,0.5575396825396826,0.5393990929705216
ExtraTrees,0,0.6818181818181818,0.6944444444444445,0.6837606837606837,0.675990675990676
ExtraTrees,1,0.6818181818181818,0.6805555555555555,0.6785144679881521,0.6740818989622818
ExtraTrees,2,0.7272727272727273,0.7361111111111112,0.7006151742993848,0.6993723979369911
ExtraTrees,3,0.5454545454545454,0.5555555555555555,0.5502645502645503,0.5396825396825397
ExtraTrees,4,0.5,0.5317460317460317,0.4984126984126984,0.4818181818181818
ExtraTrees,5,0.6818181818181818,0.6534391534391534,0.6646464646464646,0.6732782369146005
ExtraTrees,6,0.5238095238095238,0.5978835978835979,0.5184371184371184,0.479713936856794
ExtraTrees,7,0.5714285714285714,0.6158730158730159,0.5665445665445664,0.5560788417931275
ExtraTrees,8,0.6666666666666666,0.6607142857142857,0.6583333333333333,0.6595238095238095
ExtraTrees,9,0.5714285714285714,0.5932539682539683,0.5770451770451771,0.5608233036804465
HistGradientBoosting,0,0.5909090909090909,0.5972222222222222,0.6053872053872055,0.5943067033976125
HistGradientBoosting,1,0.7727272727272727,0.7638888888888888,0.7669340463458111,0.7705396208070006
HistGradientBoosting,2,0.5909090909090909,0.5972222222222222,0.6053872053872055,0.5943067033976125
HistGradientBoosting,3,0.5,0.4861111111111111,0.49259259259259264,0.496969696969697
HistGradientBoosting,4,0.5909090909090909,0.5978835978835979,0.5954415954415955,0.5909090909090909
HistGradientBoosting,5,0.5909090909090909,0.626984126984127,0.5873015873015873,0.5692640692640691
HistGradientBoosting,6,0.5714285714285714,0.5841269841269842,0.5777777777777777,0.5587301587301586
HistGradientBoosting,7,0.2857142857142857,0.31322751322751324,0.29563492063492064,0.27579365079365076
HistGradientBoosting,8,0.42857142857142855,0.43452380952380953,0.4648692810457516,0.44992997198879553
HistGradientBoosting,9,0.7142857142857143,0.7242063492063493,0.7167277167277167,0.7118437118437119
GaussianNB,0,0.5,0.4861111111111111,0.4745454545454546,0.47223140495867777
GaussianNB,1,0.45454545454545453,0.4305555555555555,0.35512820512820514,0.3646853146853147
GaussianNB,2,0.36363636363636365,0.3333333333333333,0.27505827505827507,0.30006357279084556
GaussianNB,3,0.3181818181818182,0.2916666666666667,0.2222222222222222,0.2424242424242424
GaussianNB,4,0.3181818181818182,0.3306878306878307,0.27954292084726867,0.2694588020674977
GaussianNB,5,0.22727272727272727,0.24603174603174602,0.20634920634920637,0.18398268398268397
GaussianNB,6,0.38095238095238093,0.41904761904761906,0.322061191626409,0.2797331492983667
GaussianNB,7,0.3333333333333333,0.32275132275132273,0.2222222222222222,0.23809523809523808
GaussianNB,8,0.38095238095238093,0.3829365079365079,0.31666666666666665,0.3142857142857143
GaussianNB,9,0.47619047619047616,0.49404761904761907,0.45555555555555555,0.4349206349206349
